sip, dip, sport, dport, proto, n_packets, length_max, length_min, length_sum, length_ave, length_std, interval_max, interval_min, interval_sum, interval_ave, interval_std,n_dir_change, freq_dir_change, go_n_packets, go_length_max, go_length_min, go_length_sum, go_length_ave, go_length_std, go_length_first, back_n_packets, back_length_max, back_length_min, back_length_sum, back_length_ave, back_length_std, back_length_first
147.32.84.170,147.32.80.9,56997,53,17,2,149,67,216,108.0,41.0,0.000370025634765625,0.000370025634765625,0.000370025634765625,0.000370025634765625,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,45042,53,17,2,312,60,372,186.0,126.0,0.00028514862060546875,0.00028514862060546875,0.00028514862060546875,0.00028514862060546875,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,57812,53,17,2,149,67,216,108.0,41.0,0.00024199485778808594,0.00024199485778808594,0.00024199485778808594,0.00024199485778808594,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,209.85.148.147,57667,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.00908517837524414,3.814697265625e-06,0.018049955368041992,0.0036099910736083984,0.0043430869063930625,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.148.104,50575,443,6,27,434,52,2181,80.77777777777777,77.24532028655743,45.11117911338806,2.86102294921875e-06,250.04683303833008,9.617185886089619,17.61289058226042,16,0.6153846153846154,15,434,52,1253,83.53333333333333,95.90333095825655,60,12,205,52,928,77.33333333333333,43.67175542867751,60,
147.32.84.170,209.85.148.147,49163,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009927988052368164,9.894371032714844e-05,0.020027875900268555,0.0033379793167114258,0.004424016354263148,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,34693,53,17,2,142,62,204,102.0,40.0,5.888938903808594e-05,5.888938903808594e-05,5.888938903808594e-05,5.888938903808594e-05,0.0,1,1.0,1,62,62,62,62,0.0,62,1,142,142,142,142,0.0,142,
147.32.84.170,147.32.80.9,41441,53,17,2,312,60,372,186.0,126.0,0.00034308433532714844,0.00034308433532714844,0.00034308433532714844,0.00034308433532714844,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,59553,53,17,2,517,65,582,291.0,226.0,0.0006661415100097656,0.0006661415100097656,0.0006661415100097656,0.0006661415100097656,0.0,1,1.0,1,65,65,65,65,0.0,65,1,517,517,517,517,0.0,517,
147.32.84.170,147.32.80.9,33779,53,17,2,312,60,372,186.0,126.0,0.00032901763916015625,0.00032901763916015625,0.00032901763916015625,0.00032901763916015625,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,74.125.232.199,60311,80,6,24,1470,52,4383,182.625,342.26059911759245,45.1123731136322,4.0531158447265625e-06,241.94970083236694,10.51955221010291,18.45746713139202,15,0.6521739130434783,13,1470,52,2878,221.3846153846154,393.6186241805323,60,11,965,52,1505,136.8181818181818,261.9232428097341,60,
147.32.84.170,195.24.233.55,47180,80,6,10,384,52,1079,107.9,111.1867348203013,0.09768795967102051,1.4066696166992188e-05,0.21013593673706055,0.023348437415228948,0.02943048729771569,7,0.7777777777777778,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,36031,53,17,2,312,60,372,186.0,126.0,0.0004730224609375,0.0004730224609375,0.0004730224609375,0.0004730224609375,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,49615,53,17,2,312,60,372,186.0,126.0,0.0004181861877441406,0.0004181861877441406,0.0004181861877441406,0.0004181861877441406,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,60270,53,17,2,141,60,201,100.5,40.5,0.0002129077911376953,0.0002129077911376953,0.0002129077911376953,0.0002129077911376953,0.0,1,1.0,1,60,60,60,60,0.0,60,1,141,141,141,141,0.0,141,
147.32.84.170,195.24.233.55,33737,80,6,10,383,52,1078,107.8,110.93854154440648,0.10170316696166992,3.814697265625e-06,0.2053508758544922,0.022816763983832464,0.030362807554541262,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,383,52,599,119.8,131.63646911095725,60,
147.32.84.170,195.24.233.55,49547,80,6,10,384,52,1079,107.9,111.1867348203013,0.10425400733947754,5.9604644775390625e-06,0.2157118320465088,0.023967981338500977,0.031285025869321866,7,0.7777777777777778,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,184.72.106.140,58227,80,6,15,1500,52,9916,661.0666666666667,682.7482177852161,0.1217501163482666,5.9604644775390625e-06,0.48879194259643555,0.03491371018545968,0.05469344242202372,7,0.5,6,601,52,869,144.83333333333334,204.0248487044872,60,9,1500,52,9047,1005.2222222222222,673.0900183775617,60,
147.32.84.170,147.32.80.9,59984,53,17,2,312,60,372,186.0,126.0,0.0003590583801269531,0.0003590583801269531,0.0003590583801269531,0.0003590583801269531,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.99,59636,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.00900411605834961,1.5020370483398438e-05,0.018075942993164062,0.0036151885986328127,0.0043038500855761,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,195.24.233.55,47808,80,6,20,384,52,2158,107.9,111.1867348203013,8604.801210165024,1.2874603271484375e-05,8605.228573083878,452.90676700441463,1921.4199469857654,11,0.5789473684210527,10,263,52,958,95.8,83.65739656479874,60,10,384,52,1200,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,51267,53,17,2,312,60,372,186.0,126.0,0.0003330707550048828,0.0003330707550048828,0.0003330707550048828,0.0003330707550048828,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,46182,53,17,2,312,60,372,186.0,126.0,0.0004429817199707031,0.0004429817199707031,0.0004429817199707031,0.0004429817199707031,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,41851,53,17,2,312,60,372,186.0,126.0,0.0004191398620605469,0.0004191398620605469,0.0004191398620605469,0.0004191398620605469,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.99,60035,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009066104888916016,6.9141387939453125e-06,0.018352985382080078,0.0036705970764160157,0.004379248184438367,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,74.125.232.214,32777,443,6,16,1470,52,3835,239.6875,369.4757635403843,114.96226191520691,7.867813110351562e-06,115.1105899810791,7.67403933207194,28.67399024502631,8,0.5333333333333333,10,1470,52,3001,300.1,443.77617105924014,60,6,433,52,834,139.0,139.9404635312222,60,
147.32.84.170,147.32.80.9,54446,53,17,2,296,61,357,178.5,117.5,0.0003750324249267578,0.0003750324249267578,0.0003750324249267578,0.0003750324249267578,0.0,1,1.0,1,61,61,61,61,0.0,61,1,296,296,296,296,0.0,296,
147.32.84.170,195.24.233.55,59575,80,6,10,383,52,1078,107.8,110.93854154440648,0.11368083953857422,5.0067901611328125e-06,0.22519516944885254,0.02502168549431695,0.034026185201125166,7,0.7777777777777778,5,263,52,479,95.8,83.65739656479874,60,5,383,52,599,119.8,131.63646911095725,60,
113.160.42.10,147.32.84.170,34075,4899,6,6,48,40,264,44.0,4.0,0.9843008518218994,1.5974044799804688e-05,1.9659090042114258,0.39318180084228516,0.48146494864226635,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40,
147.32.84.170,195.24.233.55,41652,80,6,10,384,52,1079,107.9,111.1867348203013,0.10479903221130371,8.082389831542969e-05,0.21271204948425293,0.023634672164916992,0.03133305105001625,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,45867,53,17,2,312,60,372,186.0,126.0,0.0003941059112548828,0.0003941059112548828,0.0003941059112548828,0.0003941059112548828,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,33959,53,17,2,312,60,372,186.0,126.0,0.0016961097717285156,0.0016961097717285156,0.0016961097717285156,0.0016961097717285156,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,39810,53,17,2,149,67,216,108.0,41.0,7.796287536621094e-05,7.796287536621094e-05,7.796287536621094e-05,7.796287536621094e-05,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,209.85.148.147,43885,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009062051773071289,1.5020370483398438e-05,0.01824498176574707,0.0030408302942911782,0.004170811352224074,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,209.85.148.103,57024,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009124994277954102,7.152557373046875e-06,0.018368005752563477,0.0030613342920939126,0.00421455187493533,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,209.85.148.105,53230,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.00904703140258789,0.00010609626770019531,0.01872396469116211,0.0037447929382324217,0.004309544673222572,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,2.21.108.20,56121,80,6,28,986,52,3898,139.21428571428572,236.55992251177187,45.112977027893066,0.00011801719665527344,368.1543140411377,13.635344964486581,19.800246819652088,22,0.8148148148148148,15,986,52,2551,170.06666666666666,300.0627638048784,60,13,397,52,1347,103.61538461538461,119.4793438610518,60,
147.32.84.170,209.85.148.99,57946,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009219884872436523,5.9604644775390625e-06,0.018579959869384766,0.003715991973876953,0.0044361300111935556,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,38186,53,17,2,312,60,372,186.0,126.0,0.0003590583801269531,0.0003590583801269531,0.0003590583801269531,0.0003590583801269531,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,37005,53,17,4,312,60,624,156.0,102.85183518051586,5883.726970911026,0.00026106834411621094,5883.7275331020355,1961.2425110340118,2773.615360677889,3,1.0,2,67,60,127,63.5,3.5,60,2,312,185,497,248.5,63.5,312,
147.32.84.170,147.32.80.9,50936,53,17,2,312,60,372,186.0,126.0,0.00044918060302734375,0.00044918060302734375,0.00044918060302734375,0.00044918060302734375,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.104,39487,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.00943303108215332,1.2874603271484375e-05,0.018611907958984375,0.003101984659830729,0.004248930895804012,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,49700,53,17,2,312,60,372,186.0,126.0,0.00038504600524902344,0.00038504600524902344,0.00038504600524902344,0.00038504600524902344,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,60389,53,17,2,312,60,372,186.0,126.0,0.0003440380096435547,0.0003440380096435547,0.0003440380096435547,0.0003440380096435547,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.105,32987,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009226799011230469,5.698204040527344e-05,0.018663883209228516,0.003110647201538086,0.004200232784333457,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,58898,53,17,2,149,67,216,108.0,41.0,0.0003008842468261719,0.0003008842468261719,0.0003008842468261719,0.0003008842468261719,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,43336,53,17,2,149,67,216,108.0,41.0,0.0002620220184326172,0.0002620220184326172,0.0002620220184326172,0.0002620220184326172,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,35891,53,17,2,312,60,372,186.0,126.0,0.0003960132598876953,0.0003960132598876953,0.0003960132598876953,0.0003960132598876953,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,55976,53,17,2,312,60,372,186.0,126.0,0.0003228187561035156,0.0003228187561035156,0.0003228187561035156,0.0003228187561035156,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,40181,53,17,2,149,67,216,108.0,41.0,0.00034999847412109375,0.00034999847412109375,0.00034999847412109375,0.00034999847412109375,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,35732,53,17,2,312,60,372,186.0,126.0,0.0002789497375488281,0.0002789497375488281,0.0002789497375488281,0.0002789497375488281,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,42573,53,17,4,312,60,744,186.0,126.0,8730.031451940536,0.00028204917907714844,8730.0320250988,2910.0106750329337,4115.376157997965,3,1.0,2,60,60,120,60.0,0.0,60,2,312,312,624,312.0,0.0,312,
147.32.84.170,147.32.80.9,56137,53,17,2,312,60,372,186.0,126.0,0.00041604042053222656,0.00041604042053222656,0.00041604042053222656,0.00041604042053222656,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,46705,53,17,4,312,60,588,147.0,101.48645229783136,6356.734191894531,0.00030803680419921875,6356.73485994339,2118.91161998113,2996.593078065381,3,1.0,2,67,60,127,63.5,3.5,60,2,312,149,461,230.5,81.5,312,
147.32.84.170,147.32.80.9,39145,53,17,2,385,66,451,225.5,159.5,0.0016770362854003906,0.0016770362854003906,0.0016770362854003906,0.0016770362854003906,0.0,1,1.0,1,66,66,66,66,0.0,66,1,385,385,385,385,0.0,385,
147.32.84.170,147.32.80.9,56652,53,17,2,129,68,197,98.5,30.5,0.00020194053649902344,0.00020194053649902344,0.00020194053649902344,0.00020194053649902344,0.0,1,1.0,1,68,68,68,68,0.0,68,1,129,129,129,129,0.0,129,
147.32.84.170,147.32.80.9,34770,53,17,2,312,60,372,186.0,126.0,0.0002770423889160156,0.0002770423889160156,0.0002770423889160156,0.0002770423889160156,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,195.24.233.55,41647,80,6,10,384,52,1079,107.9,111.1867348203013,0.10665297508239746,1.2159347534179688e-05,0.21495604515075684,0.02388400501675076,0.0319091166069593,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,209.85.148.99,60896,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008853912353515625,1.5020370483398438e-05,0.017853975296020508,0.0035707950592041016,0.004256616810347079,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,37562,53,17,2,312,60,372,186.0,126.0,0.00032901763916015625,0.00032901763916015625,0.00032901763916015625,0.00032901763916015625,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,81.95.101.9,57735,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,10.06522798538208,9.322166442871094e-05,10.070815086364746,2.014163017272949,4.025532655970082,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.148.103,51015,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009099006652832031,1.1920928955078125e-05,0.01817488670349121,0.0036349773406982424,0.004323015223521393,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,37087,53,17,2,312,60,372,186.0,126.0,0.0004138946533203125,0.0004138946533203125,0.0004138946533203125,0.0004138946533203125,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,52947,53,17,2,312,60,372,186.0,126.0,0.00033593177795410156,0.00033593177795410156,0.00033593177795410156,0.00033593177795410156,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
199.59.163.170,147.32.84.170,80,26839,6,2,40,40,80,40.0,0.0,9.298324584960938e-05,9.298324584960938e-05,9.298324584960938e-05,9.298324584960938e-05,0.0,1,1.0,1,40,40,40,40,0.0,40,1,40,40,40,40,0.0,40,
147.32.84.170,147.32.80.9,60153,53,17,2,312,60,372,186.0,126.0,0.00034499168395996094,0.00034499168395996094,0.00034499168395996094,0.00034499168395996094,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.99,45095,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009077072143554688,5.412101745605469e-05,0.01813483238220215,0.0036269664764404298,0.0043005760805567795,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,195.24.233.55,55539,80,6,10,384,52,1079,107.9,111.1867348203013,0.10538601875305176,1.1920928955078125e-05,0.21636319160461426,0.02404035462273492,0.031660180772234946,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,57070,53,17,4,312,60,744,186.0,126.0,3230.0055618286133,0.0002930164337158203,3230.0063009262085,1076.6687669754028,1522.639049819212,3,1.0,2,60,60,120,60.0,0.0,60,2,312,312,624,312.0,0.0,312,
147.32.84.170,147.32.80.9,33446,53,17,2,312,60,372,186.0,126.0,0.00044918060302734375,0.00044918060302734375,0.00044918060302734375,0.00044918060302734375,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.105,49444,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.010534048080444336,4.100799560546875e-05,0.019996166229248047,0.003999233245849609,0.004747885200400378,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,54665,53,17,2,312,60,372,186.0,126.0,0.0012829303741455078,0.0012829303741455078,0.0012829303741455078,0.0012829303741455078,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,41702,53,17,2,130,60,190,95.0,35.0,0.00028204917907714844,0.00028204917907714844,0.00028204917907714844,0.00028204917907714844,0.0,1,1.0,1,60,60,60,60,0.0,60,1,130,130,130,130,0.0,130,
147.32.84.170,209.85.148.106,42341,443,6,16,873,52,2425,151.5625,223.11851356117896,0.16848206520080566,1.7881393432617188e-05,0.2588679790496826,0.017257865269978842,0.04214393313143009,9,0.6,8,550,52,1030,128.75,162.5513380443237,60,8,873,52,1395,174.375,268.51440254667904,60,
147.32.84.170,147.32.80.9,48946,53,17,2,185,67,252,126.0,59.0,0.00025200843811035156,0.00025200843811035156,0.00025200843811035156,0.00025200843811035156,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,209.85.148.105,38050,443,6,16,881,52,2453,153.3125,226.99193783865982,0.22835898399353027,9.107589721679688e-05,0.31865906715393066,0.021243937810262046,0.0565633972303505,9,0.6,8,570,52,1050,131.25,169.0353143576809,60,8,881,52,1403,175.375,271.11664348578825,60,
147.32.84.170,74.125.79.147,48692,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.019949913024902344,5.9604644775390625e-06,0.0398859977722168,0.00797719955444336,0.00969311155885913,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,58649,53,17,2,312,60,372,186.0,126.0,0.00029397010803222656,0.00029397010803222656,0.00029397010803222656,0.00029397010803222656,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,58384,53,17,2,312,60,372,186.0,126.0,0.00028586387634277344,0.00028586387634277344,0.00028586387634277344,0.00028586387634277344,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.105,50241,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.008985042572021484,1.5020370483398438e-05,0.018280982971191406,0.003046830495198568,0.004164036159384039,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,56639,53,17,2,312,60,372,186.0,126.0,0.00037097930908203125,0.00037097930908203125,0.00037097930908203125,0.00037097930908203125,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,36619,53,17,2,312,60,372,186.0,126.0,0.0004839897155761719,0.0004839897155761719,0.0004839897155761719,0.0004839897155761719,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,48923,53,17,2,312,60,372,186.0,126.0,0.0003058910369873047,0.0003058910369873047,0.0003058910369873047,0.0003058910369873047,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.99,58744,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009797811508178711,1.5020370483398438e-05,0.018985986709594727,0.0037971973419189454,0.004537793275247189,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,38550,53,17,2,185,67,252,126.0,59.0,0.00031304359436035156,0.00031304359436035156,0.00031304359436035156,0.00031304359436035156,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
